folder,manmask,reject_reason,note
053_LEDA_88588_STIS,3,,"CONFIRMED by GTR at manmask 3 with their own hand fit: BEST_iter05_gtr_hand, 2466.9 / 14.82, veto 72 px -2.0%, windows SiIV: med +0.10 rms 0.27 (n=248)  |  CIV: med +0.10 rms 0.23 (n=237)  |  CIII]: med +0.27 rms 0.30 (n=210)  |  MgII: med -0.02 rms 0.29 (n=186), anchors {'ciii_peak_dv': -2757.0, 'ciii_xcorr_dv': -450.0, 'mgii_xcorr_dv': -170.0}. Earlier candidates: my proposer fit 2603.9 / 20.67 (veto clean) and GTR's first curated set 2672.4 / 17.21 (veto -1.6 per cent). Si IV 0.36, C IV 0.29, C III] 0.29, Mg II 0.31 sigma rms; GTR's curated set (13 ranges, 65 A, iter04_gtr_prior) gives 2672.4 / 17.21 with equal residuals (0.26-0.31) but trips the veto marginally, 62 px at 1.6 per cent below across the red wing -- one quantum and 20 per cent in EW apart, which for a 20 A line is the mask set deciding where a very shallow profile meets the continuum. A genuine extreme-wind object, not a failed fit: the C IV is weak and broad (peak 4.9 on a continuum of 3.0) with its centre near 1537 A, i.e. blueshifted ~2600 km/s in both fits; the whole STIS spectrum (S/N 11, all four anchors) is smooth and low-EW. Anchors C III] xcorr -440 / Mg II -220 (the C III] peak at -2757 is the blend being nearly featureless, not a redshift). Will sit at an extremum of C IV space; worth GTR's eye for that reason. v22 manmask was 3"
056_Mrk_1018_COS,2,,"CONFIRMED by GTR at manmask 2 with their own hand fit: BEST_iter05_gtr_hand2, -355.3 / 389.88, veto clean, windows SiIV: med +0.02 rms 0.06 (n=248)  |  CIV: med +0.00 rms 0.06 (n=241)  |  CIII]: --  |  MgII: --. Their earlier curated set gave -355.3 / 384.61 and the proposer fit -701.3 / 332.47. Masks: four ranges covering 146 A, which take out the unflagged noise block at 1655-1770 A and the deep narrow absorber on the line core (1548-1550 A, flux 52 -> 17) that the proposer missed; veto clean. RESERVATION: this is Mrk 1018 in its faint changing-look state, COS at S/N 2.1 per pixel -- errors of 20-50 on fluxes of 5-50, which is why the window rms reads 0.06 -- and no C III] or Mg II, so the redshift cannot be checked. The proposer fit with the absorber and noise left in gives -701.3 / 332.47: five quanta and 16 per cent apart from GTR's, the measure of how loosely a spectrum this noisy constrains the line. The strong line (EW 330-385, peak ~10x continuum) is real. v22 manmask was 2"
057_NGC_985_COS,2,,"CONFIRMED by GTR at manmask 2: BEST_iter03_allmasks, -9.7 / 87.11. BEST_iter03_allmasks, -9.7 / 87.11, auto component set, veto clean, Si IV 0.57 and C IV 0.72 sigma rms at S/N 24. RESERVATION, fit_unstable: the blueshift spans SEVEN quanta across defensible choices -- 266.5 (no masks), 335.5 (non-C IV masks), -9.7 (all masks), -147.9 (comps high), 128.4 (comps low) -- with EW 87-101. The cause is visible: a spiky narrow core at 1546-1548 A (data 13) above a broad base, with the known intrinsic absorbers (flagged, at 1523, 1537, 1542, 1551) either side; the model's broad peak (9.8) lands at 1550 and where it lands relative to that core sets the half-flux point. The C III] 'anchor' (+2000, peak +4235) was meaningless and is now reported as '--'. CORRECTED 2026-09-17: I first attributed it to the unflagged garbage block at 2000-2060 A, but that block lies outside the 1860-1960 A cross-correlation window and was never in it. The real cause is that 198 of the 228 pixels in that window carry non-finite or non-positive errors by the time the fit sees them, so the anchor was being computed over pixels that are not measurements; the 30 that survive sit at S/N 1.7, with the window at the blue edge of the COS spectrum where the errors run 0.6 to 7.4 across it. iterate_fit.py now excludes non-measurement pixels from both anchor estimators and records the pixel count and median S/N beside each shift, so NGC 985 returns no anchor at all rather than a number. This is a diagnostic change only: all 54 adopted records were replayed and no blueshift or EW moved (pipeline_output/refit_after_anchorfix_adopted.csv). No Mg II. No curated prior from anyone. v22 manmask was 3"
059_Mrk_142_STIS,3,,"CONFIRMED by GTR with a further hand fit: BEST_iter05_gtr_hand, 335.5 / 60.86, veto clean, windows SiIV: med +0.08 rms 0.21 (n=248)  |  CIV: med +0.10 rms 0.22 (n=250)  |  CIII]: med +0.05 rms 0.18 (n=220)  |  MgII: med -0.02 rms 0.18 (n=186), anchors {'ciii_peak_dv': 44.0, 'ciii_xcorr_dv': 40.0, 'mgii_xcorr_dv': -20.0}; their earlier curated set gave 335.5 / 60.55. My proposer pass gives the same blueshift with EW 60.10 and residuals identical to the second decimal (0.21 / 0.22 / 0.18 / 0.18 in Si IV / C IV / C III] / Mg II), so GTR's identification of the absorbers stands and the figure shows them. STIS at S/N 6.6, all four anchors: C III] xcorr +40 (peak +44), Mg II -20 km/s -- the best-anchored object in the block. Blueshift identical across every variant. v22 manmask was 3"
060_ESO_113-45_FOS,3,,"CONFIRMED by GTR at manmask 3 with their own hand fit of ESO 113-45_FOS under a REDSHIFT OVERRIDE of -69 km/s (0.0461 -> 0.045859, ica/redshift_overrides.csv, key 'ESO 113-45'): BEST_iter05_gtr_hand_z-69b, -78.8 / 191.59, veto clean, windows SiIV: med +0.18 rms 1.03 (n=234)  |  CIV: med +0.41 rms 0.91 (n=219)  |  CIII]: med +0.06 rms 0.62 (n=228)  |  MgII: med +0.49 rms 1.00 (n=186), anchors {'ciii_peak_dv': -12.0, 'ciii_xcorr_dv': -140.0, 'mgii_xcorr_dv': -40.0}. The override: at the catalogue z the fit's C III] and Mg II sat -170 / -90 (model redward of data) and the C IV model peak +189 km/s redward of the data's; trial_z.py closes Mg II near -95 and C III] near -230; NED 0.046145 (+13) and SIMBAD 0.045873 (-65) bound the correction, so one quantum was adopted to stay inside the external range (GTR's rule from Z 291-51). The blueshift moves one quantum more negative with it, as it must. The core remains ~19 per cent under-reconstructed (model 24 vs data 30) -- the basis limit on a strong narrow line; comps high / low do not help (179 / 145 EW with worse Si IV / C IV). CO-ADDER FIX (2026-09-16): merged spectra were written without their gap pixels, leaving holes in the wavelength array that morph2 and get_ICA -- both index-aligned -- could not cope with; every merge was rebuilt on a full lattice and its records replayed (pipeline_output/refit_after_coaddfix_merges.csv). This merge had five one-pixel holes inside the fit range and moved: 266.5 / 190.03 -> 128.4 / 188.41, anchors now {'ciii_peak_dv': -81.0, 'ciii_xcorr_dv': -110.0, 'mgii_xcorr_dv': -30.0}, windows SiIV: med +0.15 rms 1.09 (n=240)  |  CIV: med +0.47 rms 0.94 (n=280)  |  CIII]: med +0.32 rms 0.63 (n=228)  |  MgII: med +0.53 rms 1.07 (n=178). GTR's FOS-alone fit (-9.7 / 196.73, anchors -170 / -100) is unaffected (single file). The two are now one quantum apart in the other direction. (That was the state before GTR chose; superseded above.) The STIS spectrum is 235 pixels of Mg II only (S/N low; its Mg II cross-correlation alone is +1670 km/s), so the merge is FOS plus a sliver. Merge with the proposer's masks (BEST_iter03_allmasks): 266.5 / 190.03, veto clean, Si IV 1.17, C IV 1.11, C III] 0.61, Mg II 0.88; anchors C III] -20 (peak -81), Mg II +30 km/s. GTR's curated FOS masks on FOS alone (060_ESO_113-45_FOS/iter01_gtr_prior): -9.7 / 196.73, veto clean, Si IV 1.04, C IV 0.85, C III] 0.65, Mg II 0.96; anchors -170 / -100. So the merge has the better anchors and GTR's FOS the better C IV residual; the C III] anchor differs between them even though C III] is FOS-only in both, i.e. the extra Mg II pixels change the weights. I lean to the merge on the anchor criterion; GTR to choose. v22 manmask was 3"
061_Z_535-12_COS,2,,"ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: BEST_iter08_gtr_plus_spike_high, GTR's curated peak masks (1550.9-1553.0 A and pixels at 1541.9, 1548.4; 1555.45 unmasked) plus my spike range 1401.8-1404.7 A, high component set: -147.9 / 274.75, Si IV 0.90 and C IV 0.81 sigma rms, one pixel at -2.0 per cent at 1595.5 A. RESERVATION, fit_unstable in the EW: eleven variants were run and the high component set -- the only one that reaches the narrow core (data peak 62 on a continuum of 5; auto/mod/low all run 25 per cent under the peak and then dive below continuum on the red side) -- carries a continuum/line degeneracy this spectrum cannot break pixel by pixel. Masking GTR's 18 low pixels inside the line (their second hand fit, iter09-iter17) improves the window rms to 0.62 but lowers the whole continuum: over 375 line-free pixels the data/model flux ratio is 1.16-1.19 (+4 to +5 sigma collectively) for every such variant, 1.31 (+8 sigma) with the far-UV masks added, against 1.03-1.04 (0 to +0.4 sigma) for iter07/iter08. EW accordingly runs 263-409 (509 with the far-UV masks) and the blueshift -217.0 / -147.9 / -78.8 / -9.7 across the family. The spike stretch 1395-1407 A (the 35 px before the COS gap, fluxes 0-25 on errors 0.5-1, unflagged) is NOT the cause -- masking all of it improves Si IV to 0.58 rms but leaves the continuum 12-19 per cent low. iter08 is adopted because it is the fit whose continuum the whole spectrum accepts; the EW should be read as ~275 +/- the family's spread and the blueshift as uncertain by two quanta. iter07 (my spike mask alone, comps high, -217.0 / 263.45, veto clean) is the one-quantum alternative. COS alone at S/N 13, coverage 1250-1407 and 1522-1720 A; the 1445-1465 A continuum window falls in the detector gap, no C III] or Mg II. Alex's mask was not reproducible. v22 manmask was blank"
062_Mrk_1253_COS,3,,"CONFIRMED by GTR at manmask 3. BEST_iter04_gtr_prior, GTR's curated masks, 680.3 / 313.49, veto clean, Si IV 0.80 and C IV 0.61 sigma rms. GTR's masks are plainly better than mine: the C IV profile is cut by a dozen narrow absorbers across 1527-1575 A that my proposer did not detect at all (0 proposals), so my fit (iter03, 680.3 / 226.43) runs through the middle of the absorbed profile with its peak at 16 against data shoulders of 18-28, while GTR's masks lift it to 19.5 and the EW by 38 per cent. Same blueshift either way. COS alone at S/N 3.5 in the window, coverage from 1527.6 A (no blue continuum window, no C III] or Mg II). v22 manmask was blank"
063_PG_0934+0119_COMBINED,1,iue_only,"CONFIRMED by GTR (manmask 1). IUE only: no HST spectrum exists for PG 0934+0119 (row 136, Z 7-13) -- the master catalogue lists SWP only. Placeholder manmask 1 per GTR so it is dealt with in the IUE grouping. v22 manmask was blank"
064_3C390.3_FOS,2,,"ACCEPTED by GTR at manmask 2 -- OK for this paper, with a reservation: the double-peaked nature of the line, which the Rankine components are not designed to handle. BEST_iter04_gtr_prior, GTR's curated masks (24 pixels), 611.4 / 229.40, veto clean, all four windows: Si IV 0.81, C IV 1.21, C III] 0.93, Mg II 0.91 sigma rms; anchors C III] xcorr +280 (peak +67), Mg II PINNED at -2000 km/s (S/N 3) and meaningless. My proposer fit gives 611.4 / 224.32 with identical residuals, so GTR's stands. RESERVATION: 3C 390.3 is the archetypal double-peaked broad-line radio galaxy and the C IV profile shows it -- a flat-topped blue plateau at 15-17 over 1525-1542 A, then the peak at 1548, then a long red shoulder -- which the basis reproduces as a single ramp: the model runs 2-3 sigma under the plateau and over the core, C IV rms 1.21 at S/N 7. The 611 km/s half-flux point is that ramp's, and the blueshift is stable across mask sets only because no mask touches the plateau. FOS, full coverage. v22 manmask was blank"
065_ICRF_J183503.3+324146_STIS,0,no_civ_data,"CONFIRMED by GTR (manmask 0). Excluded by the no_civ_data guard: the STIS spectrum (Z 173-14, row 438) covers Mg II (20 px in the window) and nothing blueward -- zero usable pixels inside 1500-1600 A, no Si IV, no C III] -- so its 59.4 / 379.41 is wholly extrapolated. v22 manmask was blank GTR 2026-09-21: manmask 0 stands. The regenerated tree adds 373 px of ICA range but still no usable pixels at C IV, and the catalogue lists STIS only with no IUE camera, so unlike indices 8, 41 and 96 there is no IUE observation to fall back on. Excluded outright rather than held for the IUE grouping."
066_2MASS_J00505073+3536429_COS,3,,"CONFIRMED by GTR at manmask 3, after the whole-spectrum continuum check from Z 535-12 was applied here: over 396 line-free pixels the data/model flux ratio is 1.11 (+4.6 sigma collectively) under GTR's masks against 1.06 (+1.0 sigma) under mine, but the continuum anchors differ by only 5 per cent (2.78/2.61 vs 2.91/2.76), so of the 20 per cent EW difference about 5 is continuum and 15 is the model reaching the shoulders; the per-band ratios are uneven (0.89-1.24) in both fits at S/N 4.5. GTR judged this not a reservation. BEST_iter04_gtr_prior, GTR's curated masks (30 pixels), 266.5 / 362.68, veto clean, Si IV 0.77 and C IV 0.50 sigma rms. A heavily absorbed profile: narrow absorbers cut the line to zero at 1534, 1537, 1548 and 1551 A and pepper the red wing to 1590 A. My proposer masked only the four deep ones (iter03, 749.2 / 301.58, C IV 0.60) and the model runs through the lower half of the data; GTR's masks take out the low pixels across the whole profile and the model rises to the shoulders (peak 36 against data 30-38). Seven quanta and 20 per cent in EW between the two, all of it the absorbers. COS alone at S/N 4.5, coverage from 1531.8 A (no blue continuum window, no C III] or Mg II). The queue's z_needs_check (141.7 km/s) cannot be tested internally; NED's 0.058 +/- 0.003 is a three-decimal value that agrees with the catalogue. v22 manmask was blank"
067_QSO_B1011-040_COS,3,,"CONFIRMED by GTR at manmask 3, choosing the unmasked fit over mine: BEST_iter01_baseline, 266.5 / 49.45, veto clean, SiIV: med -0.15 rms 1.19 (n=44)  |  CIV: med +0.05 rms 1.00 (n=189)  |  CIII]: --  |  MgII: --. My proposer fit (iter03_allmasks: spikes at 1259 and 1352-1378 A and three narrow dips in the window at 1523, 1534-1537 and 1578 A masked) gives 335.5 / 46.08 with residuals equal within noise -- one quantum and 7 per cent in EW apart, the masks pulling the half-flux point one pixel redward on a weak line (data peak 7.5 on a continuum of 2.5) at S/N 3.6.  COS alone, coverage from 1522.8 A (no blue continuum window, no C III] or Mg II). No curated prior from GTR; Alex's mask was not reproducible. v22 manmask was blank"
068_LEDA_89176_COS,3,,"GTR 2026-09-22, hand fit on the regenerated tree (BEST_iter04_gtr_hand in fit_iterations_v23): blueshift 680.3, EW 95.8 A, 187 usable px, C IV S/N 40. Was manmask 0 as no_civ_data -- the G160M segment that carries the line was discarded by the row-0 bug and then by the zero-continuum collapse; GTR's v22 note read 'G160 data exists'. GTR unmasked 71 pixels the absorber detector had flagged in the line core, which raised the peak: the automatic fit gave 266.5 / 72.2 A. Residual sub-continuum run of 14 px at -4.2% over the last 6 A of the window (1594-1600), the marginal-edge case; manmask 3 by GTR's call."
069_Mrk_1298_COS,2,,"GTR 2026-09-22, hand fit on the regenerated tree (BEST_iter06_gtr_hand in fit_iterations_v23): blueshift 335.5, EW 42.8 A, 94 usable px. Was manmask 0 as no_civ_data (G160M segment lost to the row-0 bug); GTR's v22 note read 'CIV in G160M, why missing?'. manmask 2 with a wide reservation: the flux at 1500-1540 sits at ~2 against a red-side continuum near 3, and GTR masks 1497.6-1549.9 as absorption; with that mask the model runs 15% below the continuum on both edges (136 px), and the measurement is not stable to the treatment of that stretch -- 335.5/42.8 with GTR's masks, -286.1/53.8 with the same masks and the pipeline's continuum masks cleared, -1117/35 with everything unmasked. A redshift trial from -300 to +500 km/s clears nothing and the C IV cross-correlation stays within 120 km/s of zero, so the catalogue z stands. GTR: 'Use my best fit, but set manmask=2.'"
070_Mrk_1502_COMBINED,2,,"ACCEPTED by GTR at manmask 2 -- 'could really be 3, but conservative': BEST_iter01_baseline, the three-spectrum MERGE with no masks, 1231.2 / 26.43, SiIV: med +0.42 rms 1.04 (n=227)  |  CIV: med +0.39 rms 1.34 (n=252)  |  CIII]: med +0.39 rms 3.18 (n=164)  |  MgII: med +0.72 rms 4.36 (n=130). GTR tried to improve on it in the GUI and could not. RESERVATION: the reconstruction sits below its continuum on 62 px at -4.7 per cent worst, at 1504-1517 and 1571-1589 A -- where the 'continuum' is I Zw 1's Fe II pseudo-continuum (the 1445-1465 and 1700-1705 A windows land on Fe II bumps and the model sags between them), the object's whole character rather than a fit defect; the C III] and Mg II windows sit at 3-4 sigma rms for the same reason. The C IV profile itself (strongly blue-asymmetric, peak at 1543-1545 A) is reproduced well. REDSHIFT kept at 0.0605 after GTR asked, looking at Mg II: trial_z.py on the merge (records/trial_z.csv) zeroes Mg II (S/N 65) at the catalogue z and puts it at -50/-60 km/s for +100/+200; C III] reads -260 but closes at only 0.4 km/s per km/s (the Al III/Fe II blend); the veto count is at its minimum (38-62 px) at the catalogue z and grows in both directions, 95 px at +200. NED's preferred 0.061169 (Springob 2005, H I 21 cm; SIMBAD 0.06117, CO agrees) is +189 km/s away, about three quanta; the optical narrow-line cluster at 0.0589 is -450 the other way (I Zw 1's blueshifted [O III]). The fit does not demand a change, so none was made; the blueshift would be 1574.9 at the H I value. Alternatives on record: the merge with my proposer masks (iter03_allmasks) 1231.2 / 34.28 on 38 px at -2.6 per cent, but the proposer had masked the sharp red flank as absorption, which is the real profile; GTR's curated FOS masks on FOS alone (070_Mrk_1502_FOS/iter01_gtr_prior) 1300.0 / 26.32 on 71 px at -5.2; comps high 335.5 with 173 px at -35. Only FOS covers C IV: COS and STIS have zero pixels in the window (fit only to show it: 1643.7 / 39.5 and 6616.8 / 19.9, wholly extrapolated). v22 manmask was blank"
071_TON-S180_STIS,3,,"CONFIRMED by GTR at manmask 3: BEST_iter01_baseline, the unmasked STIS fit, 749.2 / 33.58, SiIV: med +0.23 rms 0.36 (n=248)  |  CIV: med +0.12 rms 0.39 (n=280)  |  CIII]: med +0.33 rms 0.55 (n=227)  |  MgII: med -0.11 rms 0.41 (n=186); anchors {'ciii_peak_dv': 229.0, 'ciii_xcorr_dv': 230.0, 'ciii_xcorr_snr': 7.7, 'ciii_xcorr_npx': 227, 'mgii_xcorr_dv': -50.0, 'mgii_xcorr_snr': 8.5, 'mgii_xcorr_npx': 186}. GTR accepted the marginal sub-continuum run -- 24 px at -0.5 per cent, [[1581.61, 1587.45], [1588.91, 1591.11]] -- as the Mrk 40 kind of edge case. The fit is the same one Alex adopted (prior_ap, 542.4 / 19.3): reproducing his numbers from this reconstruction with the pre-fix continuum indexing gives exactly 542.4 / 19.34, so the whole difference is the EW continuum-indexing bug fixed 2026-09-16 -- on Ton S180's steep continuum the mis-indexed continuum (read at 1260-1344 A, 3.44-3.27) was 16-18 per cent above the true one (2.97-2.77 at 1500-1600), which ate 42 per cent of a shallow line and pulled the half-flux point three quanta redward. v22's 611.4 / 18.13 is likewise pre-fix. For the record, the other variants: GTR's curated masks (iter04_gtr_prior, one range at 1455-1460 A inside the blue continuum window) 818.1 / 31.93 on 65 px at -2.7 per cent; comps low 955.9 / 31.18 on 48 px; comps high 818.1 / 34.89 on 45 px -- all with the same 2-3 per cent sag under the continuum in the red wing where the data sit above the model, and blueshifts spanning three quanta. STIS alone, full coverage, all four anchors (C III] xcorr +210 / peak +229, Mg II -50 km/s under GTR's masks); NED and SIMBAD 0.06198 (-6 km/s). v22 manmask was 3"
072_Mrk_1513_COS,3,,"CONFIRMED by GTR at manmask 3. BEST_iter01_gtr_prior, GTR's curated COS masks (5 pixels), 266.5 / 187.17, veto clean, Si IV 1.07 (34 px) and C IV 0.92 sigma rms. COS alone is the right spectrum: the STIS spectrum covers 1125-1223 A only -- zero pixels inside the ICA range, so it cannot be fit on its own (get_ICA raises on an empty range) and adds nothing to the merge but 33 overlap pixels below 1260 A at a scale of 2.2; the merge nonetheless returns 404.5 / 192.45 unmasked against 335.5 / 183.18 for COS unmasked, one quantum that comes from the merge's continuum normalisation, not from data in the fit. COS from 1214 A to 1692 A at S/N 8: the 1445-1465 continuum window falls in the detector gap, no C III] or Mg II. REDSHIFT: catalogue 0.062 (three decimals, z_needs_check); NED preferred 0.063294 (Springob 2005, H I; +365 km/s), SIMBAD 0.061 (-282), the NED list spans 0.044-0.078 -- no internal anchor to adjudicate, so the catalogue value stands. v22 manmask was blank"
073_LEDA_3095485_STIS,3,,"CONFIRMED by GTR at manmask 3. BEST_iter04_gtr_prior, GTR's curated masks (two ranges, 7 pixels: absorbers at 1549, 1553 and 1572 A), 266.5 / 49.57, veto clean, Si IV 0.18 and C IV 0.18 sigma rms; my proposer fit (iter03) 335.5 / 48.76 with identical residuals -- one quantum, GTR's identification of the absorbers stands and the figure shows them. STIS alone, 1250-1615 A at S/N 15: the C IV window is fully observed but the spectrum ends at 1615 A, so the 1700-1705 continuum window is the reconstruction extrapolated 90 A beyond the data -- a caveat on the EW, not the blueshift. No C III] or Mg II. v22 manmask was 3"
074_MR_2251-178_COS,3,,"CONFIRMED by GTR at manmask 3 (I had proposed 2 for the EW spread below; GTR judged it a 3). BEST_iter02_gtr_junkmasked: GTR's curated COS masks plus the 1437-1526 A block masked, 611.4 / 518.46, veto clean, C IV 0.98 sigma rms. THE DATA: the COS spectrum has a block from 1440 to 1526 A at S/N 1-2 (fluxes 2-8 on errors 2.4-3.5, unflagged) between a far-UV segment at flux 4 with S/N 35 and the C IV segment at S/N 20-45 -- so the 1445-1465 continuum window and the whole blue wing of the line are effectively unobserved. CAVEAT: the EW is therefore set by the reconstruction's continuum in that block and swings with the masks -- 806.7 under GTR's masks alone (iter01_gtr_prior, 749.2), 518.5 with the block masked (611.4), 660.7 for the merge unmasked (611.4); GTR's own prior fit gave 680.3 / 834.3. The blueshift spans two quanta (611-749). The line is real and enormous (peak 100 on a continuum of ~4-5, i.e. 20-25x, comparable to Mrk 1310), so an EW of several hundred A is not itself suspect; which several hundred is. The STIS spectrum covers 1123-1221 A only and adds nothing. v22 manmask was blank"
075_Mrk_1148_COS,3,,"CONFIRMED by GTR at manmask 3 (I had proposed 2 for the gap-anchor caveat on the EW below; the blueshift is unaffected and GTR judged it a 3). BEST_iter03_allmasks, my proposer masks, 197.5 / 206.31, veto clean, Si IV 0.59 and C IV 0.62 sigma rms; GTR's curated masks (iter04_gtr_prior) give the same blueshift with EW 517.54. The line is the same in both (peak 21.0); the 2.5x EW difference is entirely the continuum. The whole-spectrum test does not separate them (data/model 1.03 vs 1.00 over 317-345 line-free pixels) because the difference sits where there are no pixels: the 1445-1465 A continuum window falls in the COS detector gap (1410-1520 A), and the reconstruction sags there to 2.40 under my masks and to 1.16 under GTR's, while the data on both sides of the gap sit at ~4. GTR's masks also take out 1687-1697 A, next to the red continuum window, and the model then runs 56 per cent under the data at 1680-1700 A (band ratio 1.56), dropping the red anchor from 2.28 to 1.56. CAVEAT: even the adopted fit's EW rests on a gap anchor ~40 per cent below the flanking data, so the EW is uncertain by that much; the blueshift is identical under every mask set. COS alone at S/N 3.5 in the window, no C III] or Mg II; NED 0.064501 (+141 km/s) and SIMBAD 0.064027 (+8) bracket the catalogue 0.064. v22 manmask was 3 (266.5 / 1022.68, pre-EW-fix)"
076_Ton_951_COMBINED,0,insufficient_coverage,"CONFIRMED by GTR (manmask 0). Excluded. Ton 951: COS covers the far-UV and FOS the near-UV (Mg II observed), and between them the C IV window holds 25 usable pixels at 1500.2-1508.5 A -- the extreme blue edge only; the line itself is unobserved and the 680.3 / 27.9 (unmasked) or -770.5 / 5.2 (masked) are extrapolations that also fail the veto. NED and SIMBAD agree with the catalogue 0.064. v22 manmask was 1 CORRECTION (v23 retrieval): the reason insufficient_coverage understates this. The observation that would cover C IV exists but MAST holds only FLT products for it, with no extracted X1D or SX1, and GTR has ruled out doing our own extraction. The exclusion stands; the accurate reason is that no extracted product exists. The controlled vocabulary has no term for this yet."
077_Mrk_771_COMBINED,0,no_civ_data,"CONFIRMED by GTR (manmask 0). Excluded by the no_civ_data guard: COS and STIS together (905 px, no overlap) have zero usable pixels inside 1500-1600 A; the 542.4 / 231 is wholly extrapolated from Si IV. SDSS gives 0.063550 (-127 km/s from the catalogue 0.064), moot here. v22 manmask was 0"
078_2MASS_J16151905-0936132_COS,2,,"GTR 2026-09-22, hand fit on the regenerated tree (BEST_iter04_gtr_hand in fit_iterations_v23): blueshift 59.4, EW 67.2 A, 212 usable px, C IV S/N 15, windows SiIV +0.23 / CIV +0.24 rms 1.2-1.3. Was manmask 0 as no_civ_data (G160M lost to the row-0 bug). manmask 2 rather than 3 for a reason that is the continuum definition, not the fit: the veto's linear continuum is anchored at 1700-1705 A where this spectrum has no data (usable span ends 1670.6 A), so the anchor sits on extrapolated model and the straight line runs too high at 1580-1600, where the model actually tracks the data (2.0-2.2 vs 2.4). 123 px reported sub-continuum, worst -25.6%, on both edges. The line is invariant across every variant: 59.4 / -9.7 blueshift, 63-67 A. GTR: 'OK, manmask=2 with my fit.'"
079_LEDA_88835_STIS,3,,"CONFIRMED by GTR at manmask 3 under a REDSHIFT OVERRIDE to NED's value (0.0667 -> 0.065799, -253 km/s; ica/redshift_overrides.csv, key 'LEDA 88835'): BEST_iter02_gtr_prior_zNED, GTR's curated STIS masks rescaled to the new rest frame, low component set, 2740.8 / 17.42, SiIV: med +0.07 rms 0.24 (n=248)  |  CIV: med -0.03 rms 0.22 (n=268)  |  CIII]: med +0.21 rms 0.34 (n=228)  |  MgII: med -0.05 rms 0.31 (n=186); anchors C III] xcorr -230, Mg II -100 km/s (S/N 4.2); 8 px at -0.2 per cent (1567-1572 A), the model 0.007 flux units under a continuum of 2.9 -- accepted as marginal. A genuine weak-lined, extreme-blueshift object like LEDA 88588. THE REDSHIFT: the catalogue 0.0667 (1991MNRAS.248..528A, +/-0.0004) had both anchors at -450 / -350 and trial_z.py closing them near -575 / -375; NED preferred and SIMBAD both 0.065799 (6dF, +/-51 km/s); adopted by GTR's rule (the fit demands it; stay inside the NED/SIMBAD range). The blueshift moves two quanta less (2877.7 -> 2740.8), the veto from 38 px at -1.4 per cent to 8 at -0.2, every window as good or better. STIS alone is the spectrum: the merge with COS (scale 1.17, 463 px overlap) fails badly, 3014.5 / 16.53 on 108 px at -16 per cent, COS's noisier C IV pixels pulling the profile off -- those merge figures (079_LEDA_88835_COMBINED) are what looked bad, not the STIS fit. The priors (prior_gtr, prior_ap: 2603.9 / 7.9) are the same STIS fit at the old z with the pre-EW-fix arithmetic (reproduced: 2603.9 / 8.5); compare_oldz_newz_CIV.png overlays old and new. v22 manmask was 2"
080_LEDA_3095694_COS,2,,"GTR 2026-09-22, hand fit on the regenerated tree (BEST_iter04_gtr_hand in fit_iterations_v23): blueshift 335.5, EW 124.0 A, 245 usable px, C IV S/N 12.6. Was manmask 0 as no_civ_data (G160M lost to the row-0 bug); GTR's v22 note read 'Good S/N in G160M, why missing?'. manmask 2: the same continuum-anchor issue as 78 -- usable data end at 1647.9 A and the veto's red anchor at 1700-1705 sits on extrapolated model, so 164 px report sub-continuum on both edges (worst -28%) where the model actually tracks the data. The line also has a narrow core the basis cannot draw (data peak 50 vs model 30), which is above the continuum and affects the EW downward but not the veto. Blueshift is stable at 335.5 across every variant. GTR: 'See my fit for 80. Manmask=2'."
081_Mrk_205_FOS,3,,"CONFIRMED by GTR at manmask 3, who tried to improve on it by hand and could not. BEST_iter04_gtr_prior, GTR's curated FOS masks (seven ranges covering 640 A -- the FOS noise at 2170-2700 A -- plus 5 pixels, 20 unmasked), 197.5 / 106.61, veto clean, Si IV 0.41, C IV 0.57, C III] 0.76, Mg II 0.97 sigma rms; anchors C III] xcorr -10 (peak -120), Mg II -40 km/s. My proposer fit (iter03) is wrong and is superseded: it masked the line core (1545-1550 A) as absorption and left the 2170-2700 A noise in, and the model came out displaced blueward with its peak at 11 against the data's 14.5 (1506.2 / 93.84, C IV median +1.4 sigma). FOS, full coverage, S/N 9 in the window. v22 manmask was 3"
